loja_url,nome_loja,total_produtos,tem_video,email,instagram,whatsapp,pixel_facebook,score,data_coleta
https://gymshark.com,gymshark.com,7921,False,,https://instagram.com/font,,False,60,2026-03-29T23:34:57Z
https://fashionnova.com,Fashion Nova,25000,False,,https://instagram.com/type,,False,60,2026-03-29T23:40:09Z
